GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,Label,Age,Employment_Status,Employed_years,income_bin
M,Y,Y,0,450000.0,Commercial associate,Higher education,not married,House / apartment,Sales staff,1,approved,29.69041095890411,Y,1.610958904109589,30-66w
F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,Sales staff,2,approved,32.8054794520548,Y,0.7726027397260274,14.4-22.2w
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,41.797260273972604,Y,12.304109589041095,14.4-22.2w
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,Laborers,2,approved,49.07945205479452,Y,3.164383561643836,30-66w
F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,Managers,4,approved,33.83013698630137,Y,3.3424657534246576,30-66w
F,N,N,0,594000.0,Pensioner,Higher education,not married,Municipal apartment,Unknown,1,approved,47.635616438356166,N,,30-66w
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,49.85479452054795,Y,1.8,10.8-14.4w
F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,Core staff,2,approved,47.8986301369863,Y,3.2958904109589042,14.4-22.2w
M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,Security staff,1,approved,46.723287671232875,Y,1.9506849315068493,14.4-22.2w
F,Y,Y,1,234000.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,2,approved,56.62465753424657,Y,7.791780821917809,22.2-30w
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,49.47397260273973,Y,11.043835616438356,22.2-30w
M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,Unknown,3,approved,34.43561643835616,Y,9.101369863013698,22.2-30w
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,60.27945205479452,N,,14.4-22.2w
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,53.37534246575343,Y,7.884931506849315,7.2-10.8w
F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,60.56712328767123,N,,22.2-30w
M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,High skill tech staff,4,approved,42.76986301369863,Y,18.336986301369862,10.8-14.4w
F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,Unknown,3,approved,32.71506849315068,Y,7.561643835616438,14.4-22.2w
F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,Managers,3,approved,43.88493150684931,Y,6.936986301369863,10.8-14.4w
M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,Drivers,2,approved,45.62465753424657,Y,4.50958904109589,30-66w
F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,52.92328767123288,Y,31.621917808219177,14.4-22.2w
F,Y,N,1,225000.0,Working,Higher education,not married,With parents,Laborers,2,approved,37.97534246575343,Y,14.816438356164383,22.2-30w
F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Managers,2,approved,29.887671232876713,Y,3.7643835616438355,22.2-30w
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,55.61917808219178,Y,8.471232876712328,10.8-14.4w
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,approved,48.868493150684934,Y,0.9616438356164384,10.8-14.4w
F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.09041095890411,N,,10.8-14.4w
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Unknown,2,approved,26.876712328767123,Y,8.2,14.4-22.2w
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,35.54520547945206,Y,6.517808219178082,10.8-14.4w
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,approved,36.96986301369863,Y,3.5095890410958903,10.8-14.4w
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,52.52328767123288,Y,21.38082191780822,10.8-14.4w
M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,Unknown,4,approved,32.11780821917808,Y,8.224657534246575,22.2-30w
F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,2,approved,31.824657534246576,Y,2.26027397260274,10.8-14.4w
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,31.854794520547944,Y,5.83013698630137,14.4-22.2w
F,Y,Y,0,243000.0,Working,Secondary / secondary special,not married,House / apartment,Sales staff,1,approved,40.31780821917808,Y,5.635616438356164,22.2-30w
M,N,N,0,121500.0,State servant,Incomplete higher,not married,House / apartment,Laborers,1,approved,24.512328767123286,Y,4.413698630136986,10.8-14.4w
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,32.134246575342466,Y,1.7863013698630137,10.8-14.4w
M,Y,Y,0,225000.0,Commercial associate,Higher education,not married,House / apartment,Sales staff,1,approved,43.81917808219178,Y,6.950684931506849,22.2-30w
M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,Drivers,4,approved,36.865753424657534,Y,2.717808219178082,22.2-30w
M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,53.512328767123286,Y,6.3863013698630136,10.8-14.4w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.632876712328766,N,,14.4-22.2w
M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,55.32876712328767,N,,14.4-22.2w
F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,48.5972602739726,Y,12.904109589041095,30-66w
F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,approved,32.10958904109589,Y,3.263013698630137,7.2-10.8w
F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.57260273972603,N,,7.2-10.8w
F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,Core staff,3,approved,41.50958904109589,Y,3.1835616438356165,3.6-7.2w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.64931506849315,N,,10.8-14.4w
M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,approved,33.66301369863014,Y,10.684931506849315,30-66w
F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,Unknown,2,approved,61.83287671232877,N,,10.8-14.4w
M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,Drivers,3,approved,30.624657534246577,Y,0.6,14.4-22.2w
F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,Managers,2,approved,33.59452054794521,Y,0.6109589041095891,22.2-30w
F,N,N,1,85500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,approved,27.991780821917807,Y,2.4657534246575343,7.2-10.8w
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,43.38630136986301,Y,8.312328767123288,10.8-14.4w
F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,Unknown,3,approved,35.775342465753425,Y,9.12054794520548,10.8-14.4w
M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,28.112328767123287,Y,0.6438356164383562,30-66w
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,53.45479452054794,Y,9.597260273972603,10.8-14.4w
F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,approved,36.391780821917806,Y,3.627397260273973,14.4-22.2w
F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,Unknown,4,approved,42.31232876712329,Y,8.526027397260274,14.4-22.2w
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,42.76986301369863,Y,8.106849315068493,14.4-22.2w
F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,47.726027397260275,Y,0.6410958904109589,7.2-10.8w
F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,3,approved,41.50684931506849,Y,1.9698630136986301,10.8-14.4w
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,61.205479452054796,N,,22.2-30w
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,56.416438356164385,N,,7.2-10.8w
F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,43.52602739726027,Y,0.5945205479452055,3.6-7.2w
F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,Managers,3,approved,28.186301369863013,Y,7.167123287671233,10.8-14.4w
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,46.07397260273972,Y,12.082191780821917,14.4-22.2w
F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,approved,27.45205479452055,Y,4.347945205479452,10.8-14.4w
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,56.863013698630134,N,,10.8-14.4w
M,N,N,0,180000.0,Working,Secondary / secondary special,not married,With parents,Drivers,1,approved,35.02465753424657,Y,4.210958904109589,14.4-22.2w
F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,High skill tech staff,1,approved,33.082191780821915,Y,3.9178082191780823,22.2-30w
M,N,Y,0,81000.0,Commercial associate,Higher education,not married,House / apartment,Laborers,1,approved,27.052054794520547,Y,5.282191780821917,7.2-10.8w
F,Y,Y,1,157500.0,Working,Incomplete higher,Married,House / apartment,Unknown,3,approved,35.74246575342466,Y,7.542465753424658,14.4-22.2w
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,58.73972602739726,N,,7.2-10.8w
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,approved,31.172602739726027,Y,2.3753424657534246,22.2-30w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,61.59178082191781,N,,14.4-22.2w
F,N,Y,0,103500.0,Working,Secondary / secondary special,not married,House / apartment,Sales staff,1,approved,47.83835616438356,Y,5.846575342465753,7.2-10.8w
M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,Managers,4,approved,32.0986301369863,Y,1.2602739726027397,14.4-22.2w
F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,5,approved,35.654794520547945,N,,3.6-7.2w
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,55.178082191780824,N,,10.8-14.4w
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,47.153424657534245,Y,8.854794520547944,14.4-22.2w
F,N,Y,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,Sales staff,1,approved,37.06849315068493,Y,0.2602739726027397,10.8-14.4w
M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,Core staff,3,approved,36.15890410958904,Y,10.10958904109589,22.2-30w
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,53.97808219178082,Y,27.041095890410958,14.4-22.2w
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,55.01917808219178,Y,13.64109589041096,30-66w
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,28.438356164383563,Y,9.304109589041095,22.2-30w
M,N,Y,0,225000.0,Working,Secondary / secondary special,not married,House / apartment,Drivers,1,approved,27.194520547945206,Y,1.263013698630137,22.2-30w
F,Y,N,0,126000.0,State servant,Incomplete higher,not married,House / apartment,Core staff,1,approved,32.81643835616438,Y,14.263013698630138,10.8-14.4w
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,43.18082191780822,Y,8.693150684931506,10.8-14.4w
F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,43.298630136986304,Y,2.0054794520547947,14.4-22.2w
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,29.578082191780823,Y,6.934246575342466,22.2-30w
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,Unknown,1,approved,43.11506849315069,Y,1.1835616438356165,14.4-22.2w
M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,approved,41.66301369863014,Y,5.758904109589041,14.4-22.2w
M,N,N,1,247500.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,2,approved,46.01917808219178,Y,18.035616438356165,22.2-30w
M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,Managers,2,approved,29.564383561643837,Y,0.4273972602739726,22.2-30w
M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,53.654794520547945,Y,6.024657534246575,10.8-14.4w
M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,Unknown,3,approved,37.484931506849314,Y,14.95890410958904,10.8-14.4w
F,N,N,0,135000.0,State servant,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,42.271232876712325,Y,4.353424657534247,10.8-14.4w
F,N,Y,0,207000.0,Working,Secondary / secondary special,not married,House / apartment,Cooking staff,1,approved,51.00547945205479,Y,6.865753424657535,14.4-22.2w
F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,2,approved,40.5013698630137,Y,9.306849315068494,22.2-30w
F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,approved,42.797260273972604,Y,10.389041095890411,30-66w
F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,37.342465753424655,Y,8.849315068493151,30-66w
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,40.443835616438356,Y,6.750684931506849,10.8-14.4w
F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,Sales staff,2,approved,27.794520547945204,Y,4.608219178082192,10.8-14.4w
F,N,Y,1,225000.0,Working,Secondary / secondary special,not married,House / apartment,Private service staff,2,approved,41.202739726027396,Y,9.134246575342466,22.2-30w
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Office apartment,Laborers,2,approved,57.14520547945205,Y,8.520547945205479,22.2-30w
F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,56.605479452054794,N,,14.4-22.2w
F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,Managers,2,approved,37.13972602739726,Y,8.126027397260273,22.2-30w
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.68493150684932,N,,10.8-14.4w
M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,37.583561643835615,Y,10.12054794520548,22.2-30w
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,1,approved,41.16986301369863,Y,6.183561643835616,22.2-30w
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,57.87945205479452,N,,14.4-22.2w
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,36.25479452054795,Y,7.473972602739726,10.8-14.4w
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.75890410958904,N,,10.8-14.4w
F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,Unknown,2,approved,59.558904109589044,N,,14.4-22.2w
M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,Unknown,1,approved,44.298630136986304,Y,2.3424657534246576,30-66w
